BDCODTPLA,PLANO DE CONTAS,NUMERO CONTA,NOME CONTA,PARÂMETRO DA SIMULAÇÃO CORRESPONDENTE
4979,4979,4.1.05.003.023,RECEITA NOTA FISCAL PAULISTA,Receita Total
4992,4992,5.7.03.001.041,PIS S/ FOLHA,Folha Total
4994,4994,5.7.11.001.026,DESPESAS DUPLICATAS EM COBRANCA,Despesas Operacionais
5000,5000,5.7.03.001.045,DESPESAS COM EXPORTACOES,Despesas Operacionais
5001,5001,5.7.03.001.046,DESPESAS FUNERARIAS,Despesas Operacionais
5014,5014,6.1.02.001.005,INSS SOBRE 13 SALARIO,Folha Total
5015,5015,6.1.02.001.006,INSS SOBRE FERIAS,Folha Total
5016,5016,6.1.02.001.007,PIS SOBRE 13 SALARIO,Folha Total
5017,5017,6.1.02.001.008,PIS SOBRE FERIAS,Folha Total
5019,5019,4.1.05.003.018,RECEITAS COM SUBVENCOES,Receita Total
5020,5020,4.1.05.003.020,OUTRAS RECEITAS NAO OPERACIONAIS,Receita Total
5023,5023,5.7.12,PERDAS NO RECEBIMENTO DE CREDITOS,
5024,5024,5.7.12.001,PERDAS NO RECEBIMENTO DE CREDITOS,
5027,5027,5.7.03.017.008,DESPESAS COM DEPRECIACAO,Despesas Operacionais
5032,5032,5.7.03.015.113,DESPESAS COM FERRAMENTAS,Despesas Operacionais
5086,5086,5.7.04,DESPESAS ADMINSTRATIVAS - PESSOAL,Despesas Operacionais
5129,5129,5.5.01.001.002,(-) CRÉDITO PIS LUCRO REAL,Créditos PIS
5130,5130,5.5.01.001.001,(-) CRÉDITO COFINS LUCRO REAL,Créditos COFINS
5132,5132,4.1.05.001.014,RECEITA C/ DOAÇÕES,Receita Total
5134,5134,5.7.03.002.002,INSS - PRO LABORE,Folha Total
5136,5136,5.7.03.015.119,COMISSÕES SOBRE VENDAS,Receita Total
5143,5143,2.1.05.005.012,PARCELAMENTO DE PIS N CUMULATIVO,
5144,5144,2.1.05.005.011,PARCELAMENTO DE COFINS N CUMULATIVO,
5158,5158,5.7.03.015.128,OUTROS GASTOS/DESPESAS DIVERSAS,Despesas Operacionais
5165,5165,4.1.05.001.016,(-)PIS S/RECEITAS FINANCEIRAS,Receita Total
5166,5166,4.1.05.001.015,(-)COFINS S/RECEITAS FINANCEIRAS,Receita Total
5172,5172,5.7.03.015.108,DESPESAS C/ CARTÃO DE CREDITO,Despesas Operacionais
5175,5175,5.7.03.001.048,OUTRAS DESPESAS COM FOLHA DE PAGAMENTO,Folha Total
5185,5185,5.1.03.002,MATERIAL REVENDA IMPORTADO,Receita Mercadorias
25024,25024,1.1.04.021.004,INSS A RECUPERAR,
25025,25025,1.1.04.021.006,PIS A RECUPERAR,
25026,25026,1.1.04.021.007,COFINS A RECUPERAR,
25041,25041,1.1.10.002.002,DESPESAS FINANCEIRAS A TRANSCORRER,Despesas Operacionais
25097,25097,2.1.07.003.004,INSS A RECOLHER,
25102,25102,2.1.07.005.006,PROVISAO ENCARGOS INSS S/ FERIAS,Folha Total
25106,25106,2.1.05.001.028,PIS A PAGAR,
25107,25107,2.1.05.001.029,COFINS A PAGAR,
25108,25108,2.1.05.001.030,INSS DESONERACAO A PAGAR,
25112,25112,2.1.05.003.006,INSS RETIDO A RECOLHER,
25115,25115,2.1.05.005.014,PARCELAMENTO PIS 10830-402106/2016-,
25116,25116,2.1.05.005.035,PARCELAMENTO COFINS-10830402106/201,
25117,25117,2.1.05.005.036,PARCELAMENTO INSS-10830402106/2016-,
25129,25129,2.2.01.005.006,CARTAO DE CREDITO A PAGAR,
25139,25139,2.2.01.003.004,PARCELAMENTO PIS 10830402106/2016-0,
25140,25140,2.2.01.003.002,PARCELAMENTO COFINS 10830402106/201,
25141,25141,2.2.01.003.003,PARCELAMENTO INSS 10830402106/2016-,
25158,25158,4.1.03.005.006,(-) PIS SOBRE FATURAMENTO,Receita Total
25159,25159,4.1.03.005.008,(-) COFINS S/ FATURAMENTO,Receita Total
25161,25161,4.1.03.005.013,(-) INSS DESONERACAO S/ FATURAMENTO,Receita Total
25179,25179,5.5.01.003.016,AJUDA DE CUSTO,
25182,25182,5.5.01.003.022,ENCARGOS INSS EMPRESA,INSS Patronal
25183,25183,5.5.01.003.023,ENCARGOS INSS TERCEIROS,
25185,25185,5.5.01.003.029,INSS FERIAS,Folha Total
25187,25187,5.5.01.003.028,INSS 13 SALARIO,Folha Total
25189,25189,5.5.01.003.030,INSS PLR,
25199,25199,5.7.03.015.015,DESPESAS LEGAIS E JUDICIAIS,Despesas Operacionais
25207,25207,5.7.03.015.014,DESPESAS COM VIAGENS,Despesas Operacionais
25210,25210,5.7.03.015.011,DESPESA COM VEICULOS,Despesas Operacionais
25213,25213,5.7.03.015.013,DESPESAS COM SEGURANCA,Despesas Operacionais
25219,25219,5.7.03.015.012,DESPESAS COM INFORMATICA,Despesas Operacionais
25222,25222,5.7.03.015.016,DESPESAS NOVOS PROJETOS,Despesas Operacionais
25241,25241,5.7.01.017.003,DESPESAS COM PATROCINIO,Despesas Operacionais
25255,25255,5.7.11.001.007,TARIFAS E DESPESAS BANCARIAS,Despesas Operacionais
25271,25271,5.7.03.001.049,ENCARGOS INSS TERCEIROS,
25272,25272,5.7.03.015.053,DESPESAS COM PESSOAL - PÓS FOLHA,Folha Total
25273,25273,2.1.05.005.029,PSDD PIS 10830720349/201961,
25274,25274,2.1.05.005.024,PSDD COFINS 10830720349/201961,
25276,25276,2.1.05.005.031,PSINSS 632098384,
25278,25278,2.1.05.005.028,PSDD PIS 10830402432/201799,
25279,25279,2.1.05.005.023,PSDD COFINS 10830402432/201799,
25282,25282,2.1.05.005.020,PODD PIS 10830725941/201878,
25283,25283,2.1.05.005.018,PODD COFINS 10830725941/201878,
25285,25285,2.1.05.005.030,PSINSS 626475228,
25286,25286,2.1.05.005.021,POINSS 626475210,
25287,25287,2.1.05.005.015,PERT INSS 625195361,
25292,25292,4.2,RECEITAS NÃO OPERACIONAIS,Receita Total
25293,25293,4.2.01,RECEITAS NÃO OPERACIONAIS,Receita Total
25294,25294,4.2.01.001,RECEITAS NÃO OPERACIONAIS,Receita Total
25295,25295,4.2.01.001.001,REPURAÇÃO DE DESPESAS,Despesas Operacionais
25296,25296,1.2.02.002.001,CRÉDITO DE ALVARÁ JUDICIAL,
25298,25298,5.7.03.001.051,AJUDA DE CUSTO,
25334,25334,2.2.01.003.012,PIS A PARCELAR,
25335,25335,2.2.01.003.013,COFINS A PARCELAR,
25336,25336,2.2.01.003.014,INSS A PARCELAR,
25343,25343,2.2.01.003.021,INSS RETIDO A PARCELAR,
25360,25360,2.1.05.005.052,PARCELAMENTO PIS RFB 10830-402432,
25361,25361,2.1.05.005.053,PARCELAMENTO COFINS RFB 10830-402432,
25366,25366,2.1.05.005.058,PARCELAMENTO INSS PROC 402432,
25368,25368,2.1.05.005.060,PARCEL PIS 10830-725941-2018-78,
25369,25369,2.1.05.005.061,PARCEL COFINS10830-725941-2018-78,
25371,25371,2.1.05.005.063,JUROS APROPR PARC PIS 108307259412018-78,
25372,25372,2.1.05.005.064,JUROS APR PARC COFINS 108307259412018-78,
25379,25379,2.2.01.003.029,PARCELAMENTO PIS RFB 10830-402432,
25380,25380,2.2.01.003.030,PARCELAMENTO COFINS RFB 10830-402432,
25383,25383,2.2.01.003.033,PARCELAMENTO INSS PROC 402432,
25385,25385,2.2.01.003.035,PARC PIS 10830-725941-2018-78,
25386,25386,2.2.01.003.036,JUROS APROP PARC PIS 10830725941201878,
25387,25387,2.2.01.003.037,PARC COFINS 10830-725941-2018-78,
25388,25388,2.2.01.003.038,JUROS APR PARC COFINS 10830725941201878,
25394,25394,2.2.01.003.022,INSS DESONERACAO A PARCELAR,
25402,25402,1.1.04.021.025,INSS S/ FOPAG A RECUPERAR,
25409,25409,2.1.07.005.005,PROVISAO DE ENCARGOS DE INSS S/ 13º SALARIO,Folha Total
3247,3247,04.2.1.03.089,Despesas com Obras,Despesas Operacionais
25546,25546,2.1.09.003.002,INTEGRACAO CONTABIL (CREDITO),
25567,25567,2.1.05.005.032,SIMP1 - PARC INSS 90831200061846632016,
25568,25568,2.1.05.005.033,SIMP2 - PARC INSS 90841200061846642063,
25569,25569,2.1.05.005.034,SIMP3 - PARC INSS 90821200061846652098,
25570,25570,2.1.05.005.005,PARC NAO PREV 10830404092/2021-17 - PIS,
709,709,02.1.3.04.006,PIS sobre folha a pagar,Folha Total
694,694,04.2.2.05,DESPESAS NÃO DEDUTÍVEIS,Despesas Operacionais
696,696,04.2.1.05.002,Despesas não dedutíveis,Despesas Operacionais
701,701,04.1.2.09.022,Ajuda de custos,
737,737,02.1.5.04.003,Provisão P/ Comissões S/ Vendas,Receita Total
747,747,03.1.1.02,RECEITA COM VENDAS MERCADO EXTERNO,Receita Total
748,748,03.1.1.02.001,Vendas de Produtos,Receita Mercadorias
749,749,03.1.1.02.002,Vendas de Mercadorias,Receita Mercadorias
750,750,03.1.1.04,RECEITA COM SERVIÇOS MERCADO EXTERNO,Receita serviços
767,767,04.2.2.01.009,Ajuda de custos,
768,768,03.1.1.05,VENDAS DE PRODUTOS INTERNO,Receita Mercadorias
769,769,03.1.1.06,VENDAS DE MERCADORIAS INTERNO,Receita Mercadorias
804,804,01.1.2.02.004,Crédito bancário não indentificado,
770,770,04.1.2.11,OUTROS CUSTOS,
879,879,02.1.5.02.011,Cartão de crédito a pagar,
885,885,02.1.3.01.009,Credito consignado funcionario BV,
905,905,03.1.1.05.011,Vendas de sucatas,Receita Total
906,906,03.1.1.06.001,Disco de desbaste revenda (Grindin Disc-Purchased),Receita Mercadorias
907,907,03.1.1.06.002,Discos de corte revenda (Cutting Discs-Purchased),Receita Mercadorias
913,913,03.1.1.06.008,Formato especial revenda (Special Shape-Purchased),Receita Mercadorias
918,918,03.1.1.06.013,Outros Revenda (Others-Purchased),Receita Mercadorias
920,920,03.1.1.06.015,Rebolos revenda (Grinding wheel-Purchased),Receita Mercadorias
935,935,03.1.2.01.017,(-) Icms ST s/ devoluções de vendas,Receita Total
948,948,04.1.2.01.017,Rebolos revenda (Grinding wheel-Purchased),Receita Mercadorias
949,949,04.1.2.01.018,Formato especial revenda (Special Shape-Purchased),Receita Mercadorias
950,950,04.1.2.01.019,Discos de corte revenda (Cutting Discs-Purchased),Receita Mercadorias
955,955,04.1.2.11.001,Outros custos,
956,956,04.1.2.11.002,Ajuste de custo MP,
958,958,04.1.2.11.004,Outros custos de importação,
961,961,04.1.2.11.007,Variacao de custo MP/ME,
962,962,04.1.2.11.008,Custo de sucata,
963,963,04.1.2.11.009,Variacao custo standart,
969,969,04.1.1.01.007,Disco de desbaste revenda (Grindin Disc-Purchased),Receita Mercadorias
970,970,04.1.1.01.008,Outros Revenda (Others-Purchased),Receita Mercadorias
972,972,04.2.1.01.027,Provisão de INSS s/ Férias e 13º salário,Folha Total
1006,1006,03.1.2.01.019,(-) De vendas de produtos mercado interno,Receita Mercadorias
1009,1009,03.1.2.01.020,(-) De vendas de mercadorias mercado interno,Receita Mercadorias
1045,1045,03.1.3.01.003,Receita Com Atualizacao Da Selic,Receita Total
1046,1046,03.2.1.01.007,Receitas Com Subvenções,Receita Total
1050,1050,01.2.3.01.019,(-) Ciap - Controle De Crédito De Icms Do Ativo P.,
1053,1053,02.1.4.04.001,(-) Enc.parcelamento Inss Pert 2017,
1055,1055,02.1.4.04.003,Parcelamento de Cofins não cumulativo,
1056,1056,02.1.4.04.004,Parcelamento de Pis não cumulativo,
1021,1021,03.2.1.01.008,(-) Cofins s/receitas financeiras,Receita Total
1058,1058,02.1.4.04.006,Parcelamento Inss - Pert 2017 e 2018,
1061,1061,03.2.1.01.009,(-) Pis s/receitas financeiras,Receita Total
1085,1085,01.1.2.18,DESPESAS DE MESES SEGUINTES,Despesas Operacionais
1086,1086,01.1.2.18.001,Outros Custos de desp.pagas antecipadamente,
1066,1066,02.2.2.01.001,Parc demais débitos - Pert Refis Pis/Cofins,
1067,1067,02.2.2.01.028.0001,Parcelamento Cofins não cumulativo 2017,
1069,1069,04.2.1.03.083,Comissões s/ vendas,Receita Total
1088,1088,04.3.2.03,CRÉDITOS DE PIS/COFINS LUCRO REAL,Créditos PIS
1081,1081,04.2.8,CRÉDITOS TRIBUTÁRIOS LUCRO REAL,
1082,1082,04.2.8.01,CRÉDITOS PIS/COFINS LUCRO REAL,Créditos PIS
1090,1090,04.3.2.03.001,(-) Créditos de PIS/COFINS Lucro Real,Créditos PIS
1084,1084,04.2.8.01.001,(-)Créditos de Pis/Cofins Lucro Real,Créditos PIS
1112,1112,01.1.2.11,CREDITOS FISCAIS BASE CALCULO NEGATIVA,
1115,1115,02.1.4.04.033.1000,Parcelamento COFINS,
1118,1118,02.1.4.04.014,Parcelamento COFINS,
1119,1119,02.1.4.04.015,Parcelamento PIS,
1120,1120,02.2.2.01.008,Parcelamento COFINS,
1124,1124,02.2.2.01.012,Parcelamento PIS,
1131,1131,01.1.2.13.015,Mercadorias para Revenda - Filial 1(MOGI),Receita Mercadorias
1140,1140,01.2.1.06,CRÉDITOS E VALORES,
2012,2012,01.1.1.03.001.1000,Aplicação Banco Do Brasil Renda Fixa,Receita Total
3011,3011,03.1.1.01.005,Venda de Produção do estabelecimento,Receita Total
3012,3012,03.1.1.01.006,Venda de Mercadoria Adq. ou Rec. de Terceiros (Revenda),Receita Mercadorias
3017,3017,01.1.2.10.016,Crédito Cofins Não-Cumulativo,Créditos COFINS
3018,3018,01.1.2.10.017,Crédito Pis Não-Cumulativo,Créditos PIS
3060,3060,03.1.2.02.15,Contribuição Previdenciária/Receita Bruta,Receita Total
3098,3098,02.1.4.04.018,Parcelamento de Inss Ref. 2017 - Pedido 2403123,
3110,3110,02.2.2.01.020,Divida Ativa - Cofins,
3114,3114,02.2.2.01.024,Divida Ativa - Pis,
3117,3117,02.2.2.01.027,Parcelamento De Inss Ref. 2017 - Pedido 2403123,
3134,3134,04.1.2.01.025,Custo dos Produtos Vendidos,Custo Mercadorias
3135,3135,04.1.2.01.026,(-) Crédito Pis Lucro Real,Créditos PIS
3136,3136,04.1.2.01.027,(-) Crédito Cofins Lucro Real,Créditos COFINS
3137,3137,04.1.2.01.028,(-) Crédito de Icms,
5106,5106,2.1.03.001.457,G.M. BARBIERE PISETTA ME,
29,29,1.1.02.001.035,MEGGAMIX SISTEMAS AUTOMATICOS DE VENDA LTDA,Receita Total
35,35,1.1.02.001.042,PORTOCRED SA CREDITO FINANCIAMENTO E INVESTIMENTO,
96,96,2.1.03.001.044,AGP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,
25627,25627,2.1.03.001.076,AMAZON INTERNET DESENVOLVIMENTO E VENDA DE SOFTWAR,Receita Total
25637,25637,2.1.03.001.108,ASSERTIVA SOLUCOES EM MARKETING E CREDITO LTDA,
205,205,2.1.03.001.158,BRADESCO LEASING S/A ARRENDAMENTO MERCANTIL,Receita Total
213,213,2.1.03.001.166,BRENDA TAMIRES VASCONCELLOS DOS SANTOS 85193020097,Receita Total
493,493,2.1.03.001.453,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULT,
494,494,2.1.03.001.454,FUNDO ESPECIAL DE DESPESA DA POLICIA MILITAR,Despesas Operacionais
556,556,2.1.03.001.519,HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.,Receita Total
661,661,2.1.03.001.626,LIBERI COMERCIAL DE PRODUTOS MANUFATURADOS LTDA,Despesas Operacionais
895,895,2.1.03.001.869,PORTO PISOS ELEVADOS LTDA,
3180,3180,02.1.4.04.033.0001,Parcelamento Cofins Proc 403844,
3182,3182,02.1.4.04.024,Parcelamento Inss Proc 3785044,
3184,3184,02.1.4.04.017,Parcelamento Pis Proc 403844,
3202,3202,01.1.2.10.023,Outros Créditos,
3208,3208,04.2.1.03.088,Despesas não Dedutíveis,Despesas Operacionais
3195,3195,01.1.2.10.020,Outros Créditos a Recuperar,
3210,3210,02.2.2.01.017,(-) Juros Parcelamento INSS 1826444,
3212,3212,02.2.2.01.019,Parcelamento INSS 1826444,
3215,3215,02.1.4.04.028,(-) Juros Sob Parcelamento INSS 1826444,
3218,3218,02.1.4.04.031,Parcelamento INSS 1826444,
3221,3221,03.2.1.03.008,Venda de Ativo Imobilizado,Receita Total
3225,3225,02.2.2.01.028,Parcelamento Cofins não Cumulativo,
3231,3231,02.2.2.01.028.1000,Parcelamento Cofins não Cumulativo,
3232,3232,02.1.4.04.033,Parcelamento Cofins,
3233,3233,02.1.4.04.033.1001,Parcelamento 2019 - Cofins,
3249,3249,04.2.1.03.091,Despesas Gerais,Despesas Operacionais
3264,3264,02.1.4.04.034,PARCELAMENTO INSS,
3273,3273,01.1.1.03.001.1003,BB Renda Fixa Automático,Receita Total
3266,3266,01.2.1.06.002,Créditos Fiscais,
3267,3267,01.2.1.06.002.4000,Créditos Fiscais IRPJ - Dif.Temp.e Prej. Fiscais,
3296,3296,02.2.1.01.053.002,LINHA DE CREDITO - FINEP,
3300,3300,03.1.1.03.005,Receita Com Serviços Mercado Interno,Receita serviços
3301,3301,03.1.1.03.005.4000,Receita de Venda de Ingressos,Receita Total
3302,3302,03.2.1.01.010,Receitas Operacionais Diversas,Receita Total
3303,3303,03.2.1.01.010.4000,Recuperação de Creditos - Chargebacks,
3304,3304,04.1.3.03.020,Custos dos Serviços Prestados,Custo Serviços
3306,3306,04.2.3.02.010,Despesas Financeiras,Despesas Operacionais
3319,3319,03.1.2.01.021,(-) Disco de desbaste revenda (Grinding Disc-Purchased),Receita Mercadorias
3320,3320,03.1.2.01.022,(-) Disco de corte revenda (Cutting discs-purchased),Receita Mercadorias
3322,3322,03.1.2.01.024,(-) Formato especial revenda (special shape-purchased),Receita Mercadorias
3323,3323,03.1.2.01.025,(-) Outras revenda (Others-purchased),Receita Mercadorias
3324,3324,03.1.2.01.026,(-) Rebolos revenda (Grinding wheel-purchased),Receita Mercadorias
3338,3338,03.1.1.03.006,Receita de Locação de Bens Moveis e Imoveis,Receita Mercadorias
3476,3476,02.2.3.02.002,Provisão para Impostos de Renda Lucros Diferidos,Receita Total
3479,3479,03.2.1.01.010.4001,Receitas por Arrendamento de Imóveis,Receita Total
3519,3519,03.1.1.05.012,Vendas não embarcadas,Receita Total
3520,3520,04.1.2.01.030,Custo vendas não embarcadas,Receita Total
3512,3512,04.2.1.05.006,DESPESAS COM GUELTAS,Despesas Operacionais
3568,3568,04.2.1.05.007,Despesas com Royalties,Despesas Operacionais
3611,3611,01.1.1.03.005.5010,Aplicação Financeira Itaú Especial Renda Fixa,Receita Total
797,797,2.1.4.04.00100,Parcelamento Federal - PGFN RF 3.630.864(Pis-Cofins),
804,804,2.2.1.02.00011,"PARCELAMENTO FEDERAL - PGFN RF 3.630,864 (PIS-COFINS)",
806,806,3.9.2,RECEITAS FINANCEIRAS,Receita Total
808,808,3.9.2.01.0001,MERCADO DE RENDA FIXA,Receita Total
809,809,3.9.2.02,RECEITAS FINANCEIRAS EFETIVAS,Receita Total
3621,3621,02.1.4.04.040,Parcelamento PIS,
3656,3656,02.1.4.04.033.2000,(-) Encargos Parcelamento Cofins 239378,
3659,3659,02.1.4.04.040.2000,(-) Encargos Parcelamento Pis 51776,
3674,3674,02.1.4.04.040.2001,Parcelamento Pis 51776,
3690,3690,02.1.5.03.008.2003,Adto P/ Conta De Vendas - Mondialle Parana,Receita Total
3704,3704,02.2.2.01.029,(-) Encargos - Parc. Fazendario Excepicional Inss,
3705,3705,02.2.2.01.030,Parc. Fazendario Excepicional Inss 203029070947 -,
3709,3709,02.2.2.01.034,Parcelamento Inss Excepicional 20200730,
3725,3725,02.2.2.01.050,Parcelamento Cofins 239378,
3726,3726,02.2.2.01.051,Parcelamento Inss 655159,
3728,3728,02.2.2.01.053,Parcelamento Pis 51776,
3730,3730,02.1.4.04.034.2005,(-) Encargos - Parc. Fazendario Excepicional Inss,
3731,3731,02.1.4.04.034.2000,(-) Encargos Inss Excepicional 20200730,
3732,3732,02.1.4.04.034.2001,Parc. Fazendario Excepicional Inss 203029070947,
3670,3670,02.1.4.04.034.2002,Parcelamento Inss 655159,
3671,3671,02.1.4.04.034.2003,Parcelamento Inss Excepicional 20200730,
3682,3682,02.1.4.04.034.2004,(-) Encargos Parcelamento Inss 655159,
3777,3777,02.1.2.01.001.5001,(-) Enc emprestimo BB - Cdeula Credito,
3783,3783,02.1.2.01.001.5004,Emprestimo BB - Cedula de crédito Nº005.222.151,
3785,3785,02.1.4.04.041,Parcelamento INSS,
3787,3787,02.2.1.01.021,(-) Enc emprest BB - Cedula de credito,
3789,3789,02.2.1.01.023,Emprestimo BB-Cedula credito Nº005.222.151,
3812,3812,03.2.1.01.010.5001,Reembolsos de Despesas,Despesas Operacionais
3821,3821,03.2.1.01.010.5002,Outras Receitas - Fundo de Marketing,Receita Total
817,817,2.1.3.01.00007,PIS A RECOLHER - TRANST.,
818,818,2.1.3.01.00008,COFINS A RECOLHER - TRANST.,
3832,3832,01.2.3.01.030,(-)Credito PIS/COFINS S/ Ativo Imobilizado,Créditos PIS
3865,3865,01.1.2.12.003,Outros Créditos Sócios (Antec. de Lucros),
3867,3867,01.1.2.10.027,Cofins a Compensar,
3868,3868,01.1.2.10.028,PIS a Compensar,
3870,3870,02.1.5.04.005,Provisão p/ Imposto de Renda,Receita Total
3881,3881,01.2.1.06.0001,Créditos com Sócios e Administradores,Despesas Operacionais
95303,95303,2.1.05.005.068,PARC NAO PREV 10830404092/2021-17 - COFINS,
95305,95305,2.2.01.003.199,PARC NAO PREV 10830404092/2021-17 - PIS,
95306,95306,2.2.01.003.200,PARC NAO PREV 10830404092/2021-17 - COFINS,
821,821,3.7.1.01.0005,COFINS S/ FATURAMENTO,Receita Total
100119,100119,1.1.5.04.006,PIS A Recuperar,
4005,4005,03.2.1.01.011,Outras Receitas Operacionais,Receita Total
4019,4019,02.1.3.05.011,Provisão PIS 13º,Folha Total
4020,4020,02.1.3.05.012,Provisão PIS Férias,Folha Total
4041,4041,04.2.1.03.107,Despesas Com Cartório,Despesas Operacionais
4044,4044,04.2.7.01.004,Perda No Recebimento De Crédito,
25033,25033,01.1.1.03.005.5028,Aplicação Financeira Itau Max Renda Fixa,Receita Total
25050,25050,02.1.5.02.018,PIS Diferido a Recolher,
25051,25051,02.1.5.02.019,COFINS Diferido a Recolher,
25057,25057,04.2.1.01.031.4002,INSS - Pro Labore,Folha Total
25061,25061,04.2.1.01.031.4006,(-) Transferencia Custos Site,
25070,25070,04.1.3.01.008,Custo c/ Serv Contratados PJ,
25072,25072,03.1.3.03.004,(-) PIS/COFINS S/ REC. FINANCEIRAS,
25073,25073,04.1.3.01.009,Custo c/ Serv Contratados PJ,
25101,25101,04.2.1.03.109,Despesas de Viagens Evandro J P Dozzo,Despesas Operacionais
828,828,2.2.1.02.00014,"PARCELAMENTO - IRRF / PIS / COFINS - R$  68.427,06  - 60 Parc:R$ 1.863,05",
829,829,2.2.1.02.00015,"PARCELAMENTO (PIS R$  30.487,20 - 60 Parc:R$ 508,12)",
25173,25173,02.1.4.03.015,Provisão de cofins a recolher,
25174,25174,02.1.4.03.016,Provisão de pis a recolher,
25180,25180,02.2.2.01.062,Inss parcelamento LP,
95325,95325,5.7.11.001.030,JUROS S/ ANTECIPACAO DE CREDITOS,
25185,25185,03.1.1.02.003,Vendas a Comercial Exportadora,Receita Exportação
25192,25192,03.2.1.01.010.5003,Outras Recuperações de Despesas,Despesas Operacionais
25203,25203,01.1.2.13.030.0001,Apropriacao de Custo,
25204,25204,01.1.2.13.030.0002,Custo Comercial,Despesas Operacionais
25210,25210,01.1.2.13.030.0003,Custo dos Projetos,
25235,25235,01.1.2.13.032.001,Custos pre Operacionais,
25240,25240,01.3.02,CUSTO A APROPRIAR INFRA E ESTRUTURAS,
25242,25242,01.3.02.01,CUSTO A APROPRIAR INFRA E ESTRUTURAS,
25249,25249,01.3.02.01.007,Piscina,
25257,25257,01.3.02.01.999,Transferencia Custos Acacias,
25265,25265,04.2.2.06,DESPESAS COM PLANTÃO ACÁCIAS,Despesas Operacionais
25274,25274,04.2.2.07,DESPESAS COM NOVOS NEGÓCIOS,Despesas Operacionais
25279,25279,04.2.1.03.115,Outras Despesas Gerais,Despesas Operacionais
25287,25287,01.1.2.13.033.0004,Custo pre operacional,Despesas Operacionais
25308,25308,01.1.2.13.034.0003,Custo Pre Operacional,Despesas Operacionais
25317,25317,02.2.3.04,RECEITAS DE EXERCICIOS FUTUROS,Receita Total
25318,25318,02.2.3.04.001,Receitas com Empreendimento,Receita Total
25326,25326,04.1.2.12,CUSTOS DOS LOTES VENDIDOS,
25327,25327,04.1.2.12.001,Custos dos Lotes Vendidos,
25328,25328,04.1.2.13,CUSTO A APROPRIAR INFRA E ESTRUTURAS,
25331,25331,04.1.2.13.003,Transferencia Custos CLIP 2,
25334,25334,01.3.02.01.018,Transferencia Custos Acacias,
25336,25336,04.2.2.08,OUTROS DESPESAS COM VENDAS,Receita Total
25362,25362,01.1.2.13.038.0001,Custo pre Operacional,Despesas Operacionais
25370,25370,04.1.2.13.009,Transferencia Custos Terras do Engenho,
3,3,3,RECEITAS,Receita Total
4,4,4,CUSTOS,
5,5,5,DESPESAS,Despesas Operacionais
12,12,1.1.2,CREDITOS,
15,15,1.1.5,OUTROS CREDITOS,
30,30,3.1,RECEITAS OPERACIONAIS,Receita Total
31,31,3.1.1,RECEITAS COM VENDAS E SERVIÇOS,Receita serviços
40,40,4.1,CUSTOS DOS PRODUTOS E SERVIÇOS,Custo Serviços
41,41,4.1.1,CUSTOS OPERACIONAIS,
50,50,5.1,DESPESAS GERAIS,Despesas Operacionais
51,51,5.1.1,DESPESAS OPERACIONAIS,Despesas Operacionais
130,130,1.1.1.04,CARTÃO DE CREDITO,
300,300,3.1.1.01,FATURAMENTO BRUTO,Receita Total
310,310,3.1.1.02,IMPOSTOS SOBRE VENDAS,Receita Total
320,320,3.1.1.03,RECEITAS FINANCEIRAS,Receita Total
400,400,4.1.1.01,CUSTOS OPERACIONAIS,
500,500,5.1.1.01,DESPESAS OPERACIONAIS,Despesas Operacionais
510,510,5.1.1.02,DESPESAS TRIBUTARIAS,Despesas Operacionais
520,520,5.1.1.03,DESPESAS FINANCEIRAS,Despesas Operacionais
530,530,5.1.1.04,DESPESAS COM PESSOAL,Despesas Operacionais
1300,1300,1.1.1.04.00001,CARTÃO DE CRÉDITO SANTANDER **** 7295,
1319,1319,1.1.1.04.00002,CARTÃO DE CRÉDITO CONFIDENCE CORRETORA DE CAMBIO,
1320,1320,1.1.1.04.00003,CARTÃO DE CRÉDITO CONFIDENCE - GRI OFFICE,
1324,1324,1.1.1.04.00004,CARTÃO DE CRÉDITO **** 1162 (WL),
1325,1325,1.1.1.04.00005,CARTÃO DE CRÉDITO **** 7502 (GB),
1326,1326,1.1.1.04.00006,CARTÃO DE CRÉDITO **** 2283 (GF),
1327,1327,1.1.1.04.00007,CARTÃO DE CRÉDITO **** 1162/7502/2283,
1509,1509,1.1.3.01.00009,ADIANTAMENTOS A FORNECEDORES (CUSTO),
1510,1510,1.1.3.01.00010,ADITANTAMENTOS A FORNECEDORS (CUSTO DE ANOS ANTERIORES),
1511,1511,1.1.3.01.00011,ADIANTAMENTOS A FORNECEDORES (CUSTO DIFERIDO),
1512,1512,1.1.3.01.00012,ADIANTAMENTOS A FORNECEDORES (DESPESAS DIFERIDAS),Despesas Operacionais
1700,1700,1.1.5.01.00001,COFINS RETIDO NA FONTE,
1703,1703,1.1.5.01.00004,PIS RETIDO NA FONTE,
1710,1710,1.1.5.01.00008,INSS A RECUPERAR,
1903,1903,1.2.2.01.00004,PROPRIEDADE ARRENDADA,Receita Total
1953,1953,1.2.2.02.00004,DEPRECIAÇÃO DE PROPRIEDADE ARRENDADA,Receita Total
